customer_id,gross_revenue,recency_days,qty_products,frequency,qty_returns
17850,0.019312303322805667,0.9973190348525469,0.03777437468095968,1.0,0.0005389746008219363
13047,0.011579127999954145,0.15013404825737264,0.02169474221541603,0.0013446837346208418,0.00047160277571919423
12583,0.024020268140157397,0.005361930294906166,0.029479326186830017,0.0020520101165262456,0.0006737182510274203
13748,0.003395565484549555,0.2546916890080429,0.003445635528330781,0.0007338561699374125,0.0
15100,0.0031367325648712315,0.8927613941018767,0.00025523226135783564,0.00398487390357309,0.00029643603045206493
15291,0.01656129450134987,0.06702412868632708,0.0128892291985707,0.0020397728134117824,0.00039075658559590377
14688,0.02017087629900092,0.01876675603217158,0.04160285860132721,0.003046336379669713,0.005376271643198814
17809,0.019386460297716963,0.04289544235924933,0.007656967840735069,0.0016517037001208324,0.0005524489658424846
15311,0.21769722172863848,0.0,0.30347115875446656,0.013996599558096885,0.006386849019739945
16098,0.0071835897421200145,0.23324396782841825,0.008422664624808576,0.0011145133096352611,0.0
18074,0.001752469033193665,1.0,0.0015313935681470138,0.058521725188391854,0.0
17420,0.0021437814181966166,0.13404825737265416,0.0037008677896886166,0.00022416997725639698,0.0
16029,0.26109585380113604,0.10187667560321716,0.03062787136294028,0.01053715537842522,0.10784881762446945
16250,0.0013936495835745525,0.6997319034852547,0.00293517100561511,0.0007207912812632577,0.0
12431,0.022863383506915583,0.09383378016085792,0.029606942317508936,0.0022829786841586253,0.0006737182510274203
17511,0.3262260619852001,0.005361930294906166,0.12276671771311894,0.004582865693976805,0.020683150306541803
17548,0.00036856374777170824,0.6246648793565683,0.0005104645227156713,0.058521725188391854,0.002560129353904197
13705,0.002548707160912754,0.01876675603217158,0.003445635528330781,0.00016033349366682695,0.0
13747,0.00028365938519210593,1.0,0.0,0.058521725188391854,0.0
13408,0.10072673835413072,0.002680965147453083,0.060872894333843804,0.009460105974851283,0.0014013339621370342
13767,0.06168979026831211,0.005361930294906166,0.04683511995916284,0.005531936535520765,0.000862359361315098
17924,0.010611540688176727,0.029490616621983913,0.0038284839203675345,0.0008140347901596754,0.0002560129353904197
13448,0.01267815586291492,0.04289544235924933,0.024757529351710057,0.0006655183563935892,0.00029643603045206493
15862,0.002982256779452141,0.021447721179624665,0.018631955079122003,0.00032241926595296354,0.0
15513,0.0528692659104327,0.08847184986595175,0.039178152118427775,0.002957941374363662,0.0022097958633699386
12791,0.0006347407156900396,1.0,0.0,0.058521725188391854,0.0
16218,0.01104924596328119,0.0777479892761394,0.010592138846350178,0.0008732366220288926,0.00014821801522603247
14045,0.0059444875932156745,0.2922252010723861,0.0006380806533945892,0.0005675200643754103,0.0
14307,0.010730550094290414,0.2359249329758713,0.02284328739152629,0.0009137887925766715,0.0
17908,0.0008700368563747771,1.0,0.007274119448698315,0.058521725188391854,0.0
17920,0.015016894893414573,0.010723860589812333,0.08856559469116897,0.002382902382902383,0.0
12838,0.0024457830116759614,0.08847184986595175,0.015569167942827975,2.4449682318695043e-05,0.0
13255,0.001429724981514493,0.02412868632707775,0.0015313935681470138,1.7570793826501559e-06,4.042309506164522e-05
16583,0.0008348212494483007,1.0,0.0016590096988259315,0.058521725188391854,0.0
18085,0.002470215406308573,0.8847184986595175,0.0035732516590096988,0.0023539872024720514,0.0
13758,0.011428521274095644,0.029490616621983913,0.014803471158754467,0.0008140347901596754,0.0
13694,0.23292884942766576,0.00804289544235925,0.07223072996426748,0.007609574545782992,0.020265444990904803
15983,0.00528269928522707,0.058981233243967826,0.014293006636038795,0.0003479965601177723,0.0
14849,0.02840935796539054,0.05630026809651475,0.0493874425727412,0.003846641240408946,0.0005120258707808394
17968,0.0009920913556611506,1.0,0.010719754977029096,0.058521725188391854,0.0
16210,0.0755035509368856,0.002680965147453083,0.015441551812149056,0.0023611578571364096,0.0
17897,0.0020283186500134696,0.4611260053619303,0.014420622766717713,0.0005532299261672199,8.084619012329043e-05
17377,0.01468988771129364,0.06166219839142091,0.05321592649310873,0.003032175871682045,1.3474365020548406e-05
16552,0.0013588638721548083,0.6487935656836461,0.002041858090862685,0.0005708844092682477,0.0
17181,0.0008579997821862766,0.15281501340482573,0.002807554874936192,5.057838916934607e-05,0.0
17951,0.0036115521520569066,0.10455764075067024,0.0024247064828994387,0.00020627980826985802,8.084619012329043e-05
14729,0.001121561552438654,1.0,0.008933129147524248,0.058521725188391854,0.0
12748,0.11573109462859893,0.0,0.5839714139867279,0.03208984848913547,0.020683150306541803
15012,0.0015140203254595582,0.14209115281501342,0.016207248596222565,4.5952278558716766e-05,0.0
12868,0.005755727641134694,0.4959785522788204,0.01352730985196529,0.001547345462689378,0.0
17572,0.0008108187503224216,0.19034852546916892,0.001403777437468096,0.00045613026911156724,0.0
14078,0.0037578240982225246,0.2707774798927614,0.00816743236345074,0.0009725724011438297,0.0
14001,0.0073177529648460115,0.12064343163538874,0.0048494129657988775,0.00021588978022615303,0.0
12662,0.012693954522787328,0.0,0.027947932618683006,0.0014099916060700377,0.0002425385703698713
15525,0.0029483666836714216,0.005361930294906166,0.02246043899948954,0.0001538684334383259,2.6948730041096813e-05
14237,0.0005752718372587569,1.0,0.0010209290454313426,0.058521725188391854,0.0
17905,0.002865325201620992,0.19034852546916892,0.004211332312404288,0.00045613026911156724,0.0
15485,0.009223336447687448,0.08042895442359249,0.010847371107708014,0.00019249340954767308,0.0
12433,0.04791704879600598,0.0,0.05347115875446657,0.0007806612084686951,0.0
16955,0.0018566112196995313,0.4932975871313673,0.0030627871362940277,0.0009181202163658304,0.00026948730041096813
15350,0.0004128071603395601,1.0,0.0005104645227156713,0.058521725188391854,0.0
15605,0.004291109474323774,0.096514745308311,0.008422664624808576,0.0005497826010646523,0.0
18144,0.010347334074664252,0.01876675603217158,0.005359877488514548,0.00160333493666827,0.0
15922,0.001322215280205891,1.0,0.001276161306789178,0.058521725188391854,2.6948730041096813e-05
14594,0.0013592221184104182,0.01876675603217158,0.006636038795303727,0.0,0.0
15165,0.0017458414774648775,1.0,0.0033180193976518634,0.058521725188391854,0.0
14911,0.5031149511925301,0.002680965147453083,0.7234558448187851,0.03107245913322768,0.04489658424846729
16456,0.007730775072938937,0.26541554959785524,0.014037774374680961,0.000749194688588628,0.0
17841,0.14673515857412256,0.002680965147453083,1.0,0.019240878937036222,0.0027352960991713264
19001,0.017736592992130044,1.0,0.06699846860643185,0.058521725188391854,0.0
12472,0.021737272227030677,0.08579088471849866,0.0422409392547218,0.000897962436423975,0.001724718722630196
17346,0.009587171344885103,0.00804289544235925,0.06368044920878,0.0020584054726013397,0.0002425385703698713
19010,9.135279518058476e-06,1.0,0.00012761613067891782,0.058521725188391854,0.0
17643,0.00036229443829853086,1.0,0.0008933129147524247,0.058521725188391854,0.0
19011,0.0003558460056975484,1.0,0.0,0.058521725188391854,0.0
17873,0.006195367446019454,0.21447721179624665,0.005359877488514548,0.0006800539680358275,0.0006467695209863235
13093,0.028058025862513682,0.7372654155495979,0.020163348647269017,0.004434273794543155,0.0002425385703698713
12921,0.0594211242054098,0.02412868632707775,0.0917559979581419,0.005644178246917974,0.0009701542814794852
